,source_number,destination_number,osrm_time,osrm_distance
688,176,187,308.0,377.77835
689,176,198,120.83333333333333,167.76825833333334
690,176,210,35.714285714285715,49.59704285714286
691,176,213,35.0,46.57783333333333
692,176,271,138.8181818181818,176.16188181818183
693,176,321,88.0,106.1036
694,176,378,46.785714285714285,52.60722142857143
695,176,379,46.6,56.96968666666667
696,176,407,34.541666666666664,44.32471666666667
697,176,575,160.30769230769232,206.6315923076923
698,176,687,41.642857142857146,34.21610714285715
699,176,709,61.0,67.1824
700,176,728,177.54545454545453,248.40214545454546
701,176,749,37.0,44.8425
702,176,1006,88.15384615384616,100.69305384615384
703,176,1009,31.0,41.4919
704,176,1139,60.857142857142854,75.79317142857143
705,176,1482,206.0,228.0513
706,176,1521,28.823529411764707,34.27664705882353
707,177,895,80.83333333333333,110.67996666666666
708,178,442,21.7,19.98523
709,179,109,21.5,26.432025
710,180,113,69.0,85.9194
711,180,181,57.0,72.31233333333334
712,181,182,32.5,38.72095
713,182,113,126.0,170.39447272727273
714,182,180,91.0,112.83085
715,183,184,72.33333333333333,71.51663333333333
716,183,334,35.0,35.9118
717,183,648,43.55555555555556,54.28756666666666
718,183,657,73.0,72.0566
719,183,799,28.666666666666668,29.58265833333333
720,183,889,60.18181818181818,70.62661818181817
721,184,185,30.666666666666668,30.65925833333333
722,185,183,57.25,64.61385
723,186,176,228.66666666666666,300.6895
724,186,187,71.0,78.20435
725,186,188,39.5,42.491200000000006
